,All vehicles,Commercial vehicles,Current account balance (Percent of GDP),Current account balance (U.S. dollars),Employment (Persons),Export volume of goods and services (Percent change),Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP (Current international dollar),"Gross domestic product per capita, current prices (U.S. dollars)","Gross domestic product, constant prices (Percent change)","Gross domestic product, current prices (U.S. dollars)","Gross domestic product, deflator (Index)",Gross national savings (Percent of GDP),Import volume of goods and services (Percent change),"Inflation, average consumer prices (Index)","Inflation, average consumer prices (Percent change)",Investment (Percent of GDP),Output gap in percent of potential GDP (Percent of potential GDP),Passengers Cars,Population (Persons),Trade volume of goods and services (Percent change),Unemployment rate (Percent of total labor force),country,year
16,5852034.0,1103552.0,3.721,170.135,63.566,6.236000000000001,3858.502,35780.571,1.3030000000000002,4571.867,99.99600000000001,26.188000000000002,4.215,100.414,-0.27399999999999997,22.465999999999998,-0.789,4748482.0,127.775,,4.425,japan,2005
17,5739520.0,1127202.0,4.006,174.53599999999997,63.895,9.934,4044.3920000000003,34076.745,1.693,4356.75,98.875,26.686999999999998,4.531000000000001,100.65700000000001,0.243,22.680999999999997,-0.452,4612318.0,127.851,,4.125,japan,2006
18,5309200.0,983692.0,4.87,212.138,64.282,8.699,4243.03,34038.349,2.1919999999999997,4356.347,97.955,27.753,2.323,100.719,0.061,22.884,0.418,4325508.0,127.98299999999999,,3.833,japan,2007
19,5082233.0,897967.0,2.9410000000000003,142.599,64.098,1.4169999999999998,4281.198,37865.066,-1.042,4849.185,96.715,25.918000000000003,0.34600000000000003,102.10700000000001,1.3780000000000001,22.976999999999997,-1.368,4184266.0,128.065,,3.983,japan,2008
20,4609333.0,704023.0,2.885,145.25,63.153999999999996,-24.195999999999998,4075.2929999999997,39321.22,-5.527,5035.141,96.23200000000001,22.55,-15.710999999999999,100.736,-1.3419999999999999,19.665,-7.102,3905310.0,128.05100000000002,,5.05,japan,2009
21,4956148.0,752967.0,3.9610000000000003,217.64700000000002,62.983999999999995,24.363000000000003,4316.984,42916.744000000006,4.652,5495.387,94.149,23.784000000000002,11.065,100.01100000000001,-0.7190000000000001,19.823,-3.1289999999999996,4203181.0,128.048,,5.042,japan,2010
22,4210224.0,701188.0,2.142,126.471,62.893,-0.355,4386.152,46175.364,-0.45299999999999996,5905.630999999999,92.406,22.346,5.909,99.725,-0.287,20.204,-3.9019999999999997,3509036.0,127.896,,4.567,japan,2011
23,5369721.0,797388.0,0.988,58.683,62.699,-0.166,4530.286,46531.09099999999,1.464,5937.857,91.55,21.783,5.268,99.68700000000001,-0.037000000000000005,20.795,-3.054,4572333.0,127.611,,4.342,japan,2012
40,17444329.0,9784346.0,-5.693,-745.434,141.71,6.249,13093.7,44218.306,3.345,13093.7,91.98700000000001,17.820999999999998,6.332999999999999,195.267,3.366,23.223000000000003,0.8,7659983.0,296.115,,5.083,united states of america,2005
41,17048981.0,9287389.0,-5.822,-806.7260000000001,144.418,9.038,13855.9,46351.667,2.6660000000000004,13855.9,94.814,19.098,6.321000000000001,201.558,3.222,23.333000000000002,0.889,7761592.0,298.93,,4.6080000000000005,united states of america,2006
42,16460315.0,8897981.0,-4.9639999999999995,-718.645,146.05,9.267999999999999,14477.625,47954.532,1.7790000000000001,14477.625,97.337,17.274,2.521,207.34400000000002,2.8710000000000004,22.351,0.026000000000000002,7562334.0,301.903,,4.617,united states of america,2007
43,13493165.0,6724058.0,-4.665,-686.6419999999999,145.373,5.732,14718.575,48302.282999999996,-0.292,14718.575,99.24600000000001,15.449000000000002,-2.56,215.25400000000002,3.815,20.785999999999998,-2.616,6769107.0,304.718,,5.8,united states of america,2008
44,10601368.0,5200478.0,-2.641,-380.795,139.894,-8.793,14418.725,46909.422,-2.7760000000000002,14418.725,100.0,14.374,-13.722000000000001,214.565,-0.32,17.512999999999998,-6.718,5400890.0,307.374,,9.283,united states of america,2009
45,11772219.0,6136787.0,-2.967,-443.93,139.076,11.895999999999999,14964.4,48313.844000000005,2.532,14964.4,101.22200000000001,15.072000000000001,12.714,218.08,1.6380000000000001,18.394000000000002,-5.377000000000001,5635432.0,309.733,,9.625,united states of america,2010
46,13040613.0,6951210.0,-2.96,-459.345,139.879,6.852,15517.925,49746.28,1.6019999999999999,15517.925,103.311,15.695,5.471,224.93200000000002,3.142,18.545,-4.941,6089403.0,311.941,,8.933,united states of america,2011
47,14785936.0,7544036.0,-2.8510000000000004,-460.75,142.466,3.2560000000000002,16163.15,51449.794,2.3209999999999997,16163.15,105.166,16.32,2.33,229.59900000000002,2.075,19.17,-4.021,7241900.0,314.154,,8.075,united states of america,2012
48,12670.0,570.0,1.263,0.16699999999999998,,41.098,59.086999999999996,1567.955,26.4,13.245,125.79700000000001,42.788000000000004,7.233,143.308,9.68,41.525,,12100.0,8.447000000000001,,7.625,azerbaijan,2005
49,13590.0,590.0,17.632,3.708,,39.422,81.914,2458.447,34.5,21.026999999999997,140.015,47.49100000000001,7.332999999999999,155.309,8.374,29.859,,13000.0,8.552999999999999,,6.829,azerbaijan,2006
50,15740.0,740.0,27.256,9.019,,45.786,105.117,3818.2740000000003,25.0,33.09,169.457,48.781000000000006,6.651,181.083,16.595,21.525,,15000.0,8.666,,6.545,azerbaijan,2007
51,15800.0,800.0,35.477,16.454,,5.626,118.75399999999999,5282.291,10.8,46.378,204.953,55.302,13.552,218.785,20.82,19.825,,15000.0,8.78,,6.072,azerbaijan,2008
52,10800.0,800.0,22.980999999999998,10.177999999999999,,9.503,130.784,4977.94,9.3,44.288999999999994,175.65200000000002,41.357,-5.314,222.199,1.56,18.375999999999998,,10000.0,8.897,,6.047999999999999,azerbaijan,2009
53,13700.0,700.0,28.035,14.834000000000001,,-1.7919999999999998,138.947,5880.806,4.959,52.913000000000004,199.61700000000002,46.567,-0.828,234.78799999999998,5.666,18.532,,13000.0,8.998,,6.047999999999999,azerbaijan,2010
54,10850.0,850.0,26.453000000000003,17.146,,-3.219,141.94899999999998,7114.24,0.094,64.819,240.252,47.641000000000005,37.905,253.263,7.869,21.189,,10000.0,9.111,,6.047999999999999,azerbaijan,2011
55,13000.0,1000.0,21.814,14.985999999999999,,-1.489,147.623,7438.991999999999,2.1630000000000003,68.7,248.085,44.544,13.253,255.855,1.023,22.73,,12000.0,9.235,,6.047999999999999,azerbaijan,2012
56,35200.0,6700.0,7.689,1.1,,-4.29,70.831,541.894,7.0,14.31,3354.261,35.689,6.127999999999999,1160.805,10.044,28.0,,28500.0,26.408,,,uzbekistan,2005
57,38100.0,7000.0,9.18,1.5630000000000002,,-0.071,78.483,636.2909999999999,7.5,17.027,4067.8540000000003,38.78,13.9,1325.8870000000002,14.220999999999998,29.6,,31100.0,26.759,,,uzbekistan,2006
58,40800.0,9100.0,7.324,1.6340000000000001,,14.338,88.226,821.095,9.5,22.307,5044.0,37.324,40.783,1488.7520000000002,12.284,30.0,,31700.0,27.166999999999998,,,uzbekistan,2007
59,42300.0,9300.0,8.689,2.485,,13.209000000000001,98.053,1038.1860000000001,9.0,28.605,6197.1359999999995,39.689,29.557,1678.52,12.747,31.0,,33000.0,27.553,,,uzbekistan,2008
60,50900.0,11300.0,2.1959999999999997,0.735,,7.013999999999999,106.8,1195.021,8.1,33.461,7448.33,33.196,10.81,1914.858,14.08,31.0,,39600.0,28.0,,,uzbekistan,2009
61,64400.0,14600.0,6.152,2.397,,-8.414,117.294,1367.125,8.5,38.963,8649.723,36.819,-7.438,2094.4629999999997,9.38,30.666999999999998,,49800.0,28.5,,,uzbekistan,2010
62,64000.0,14000.0,5.751,2.612,,-6.992999999999999,129.65200000000002,1560.849,8.3,45.42100000000001,10064.136999999999,36.64,16.546,2362.735,12.809000000000001,30.889,,50000.0,29.1,,,uzbekistan,2011
63,75000.0,15000.0,1.172,0.6,,-4.62,142.80200000000002,1720.755,8.2,51.185,11554.001,32.024,22.805999999999997,2647.935,12.071,30.851999999999997,,60000.0,29.746,,,uzbekistan,2012
72,7200.0,700.0,-8.513,-0.523,0.15,0.675,9.367,15246.673999999999,3.585,6.138999999999999,100.00200000000001,12.456,2.832,99.99799999999999,2.528,20.968000000000004,-1.91,6500.0,0.40299999999999997,,6.942,malta,2005
73,7600.0,600.0,-9.681000000000001,-0.635,0.152,14.772,9.904,16207.288,2.58,6.564,102.796,12.169,16.143,102.57799999999999,2.5789999999999997,21.85,-1.178,7000.0,0.405,,6.817,malta,2006
74,6900.0,400.0,-3.997,-0.307,0.156,3.734,10.582,18965.256999999998,4.073,7.693,105.765,17.58,0.473,103.292,0.696,21.576999999999998,0.987,6500.0,0.406,,6.4670000000000005,malta,2007
75,5700.0,700.0,-4.994,-0.43799999999999994,0.16,2.079,11.208,21519.7,3.8810000000000002,8.776,108.899,15.029000000000002,1.291,108.131,4.685,20.022000000000002,2.986,5000.0,0.408,,5.975,malta,2008
76,5500.0,500.0,-8.589,-0.713,0.161,-8.414,10.975999999999999,20187.336,-2.812,8.296,111.911,9.586,-8.413,110.12,1.84,18.175,-1.764,5000.0,0.41100000000000003,,6.882999999999999,malta,2009
77,5000.0,1000.0,-6.547000000000001,-0.561,0.16399999999999998,15.583,11.584000000000001,20698.517,4.2669999999999995,8.57,116.38600000000001,14.507,13.604000000000001,112.367,2.04,21.054000000000002,0.506,4000.0,0.414,,6.867000000000001,malta,2010
78,6350.0,350.0,-1.8519999999999999,-0.172,0.16899999999999998,3.2560000000000002,11.988,22437.127999999997,1.391,9.311,118.93799999999999,15.232999999999999,0.5720000000000001,115.189,2.512,17.085,-0.094,6000.0,0.415,,6.392,malta,2011
79,6500.0,500.0,0.8690000000000001,0.077,0.17300000000000001,10.123,12.335999999999999,21284.597,1.095,8.887,121.538,16.182000000000002,8.318999999999999,118.90799999999999,3.2289999999999996,15.312999999999999,-1.0190000000000001,6000.0,0.418,,6.308,malta,2012
88,219461.0,20479.0,-7.479,-8.251,,11.294,198.167,10925.105,3.964,110.322,100.0,17.074,6.976,100.0,3.551,24.535999999999998,,198982.0,10.097999999999999,,7.2,hungary,2005
89,209280.0,21604.0,-7.405,-8.333,,19.057000000000002,212.21,11166.945,3.8939999999999997,112.529,103.495,16.733,15.123,103.87799999999999,3.878,24.141,,187676.0,10.077,,7.5,hungary,2006
90,193581.0,21920.0,-7.275,-9.9,,14.964,218.097,13519.92,0.11,136.092,109.12200000000001,15.169,12.802,112.12100000000001,7.935,22.433000000000003,,171661.0,10.066,,7.35,hungary,2007
91,174837.0,21559.0,-7.397,-11.408,,5.669,224.361,15352.903999999999,0.893,154.22,114.87899999999999,16.207,5.4670000000000005,118.92299999999999,6.066,23.544,,153278.0,10.045,,7.8,hungary,2008
92,70808.0,10619.0,-0.223,-0.282,,-10.229,210.766,12625.813999999998,-6.767,126.65,118.962,17.796,-14.769,123.928,4.209,18.018,,60189.0,10.031,,10.0,hungary,2009
93,55221.0,11745.0,0.217,0.276,,11.312000000000001,215.59,12732.451000000001,1.054,127.50299999999999,121.794,19.491,10.850999999999999,129.97799999999998,4.881,19.275,,43476.0,10.014,,11.2,hungary,2010
94,60993.0,15899.0,0.423,0.583,,8.427,223.497,13791.077,1.571,137.718,124.986,19.635,6.425,135.121,3.957,19.212,,45094.0,9.986,,11.0,hungary,2011
95,68168.0,15109.0,0.853,1.063,,1.6740000000000002,223.72299999999998,12543.958999999999,-1.665,124.587,129.0,18.304000000000002,-0.076,142.83100000000002,5.706,17.451,,53059.0,9.932,,11.0,hungary,2012
96,446477.0,120637.0,4.8180000000000005,17.578,9.942,6.303,633.2719999999999,16022.943000000001,4.703,364.849,101.104,28.449,3.198,92.92299999999999,2.3080000000000003,22.724,,325840.0,22.77,,4.13,taiwan,2005
97,306458.0,87848.0,6.9879999999999995,26.3,10.111,12.07,688.222,16450.673,5.437,376.334,100.0,30.298000000000002,4.632,93.478,0.598,22.680999999999997,,218610.0,22.877,,3.91,taiwan,2006
98,276434.0,63107.0,8.943,35.154,10.294,9.414,748.806,17122.381,5.983,393.102,99.495,31.691,2.775,95.15899999999999,1.798,22.12,,213327.0,22.958000000000002,,3.91,taiwan,2007
99,178809.0,37648.0,6.872999999999999,27.505,10.402999999999999,2.028,769.067,17372.273,0.73,400.20599999999996,96.553,29.104,-3.654,98.514,3.5260000000000002,22.395,,141161.0,23.037,,4.14,taiwan,2008
100,229450.0,42188.0,11.368,42.923,10.279000000000002,-8.88,760.878,16330.978000000001,-1.81,377.56800000000004,97.25,29.089000000000002,-13.083,97.655,-0.872,17.694000000000003,,187262.0,23.12,,5.85,taiwan,2009
101,252500.0,44200.0,9.311,39.872,10.493,25.299,853.05,18488.0,10.761,428.221,95.336,31.945999999999998,27.746,98.595,0.963,22.397,,208300.0,23.162,,5.21,taiwan,2010
102,285790.0,50585.0,8.961,41.688,10.709000000000001,5.079,907.1439999999999,20030.412,4.19,465.205,92.56200000000001,29.590999999999998,-0.501,100.00200000000001,1.4269999999999998,20.855,,235205.0,23.225,,4.39,taiwan,2011
103,270078.0,58500.0,10.642999999999999,50.591,10.86,0.33299999999999996,937.0930000000001,20386.475,1.479,475.327,93.661,30.135,-2.133,101.93299999999999,1.932,19.848,,211578.0,23.316,,4.24,taiwan,2012
104,20986.0,3299.0,-5.877999999999999,-0.995,0.358,4.912,20.899,22742.025,3.86,16.92,100.001,13.802,3.716,99.988,2.043,19.772000000000002,-0.8,17687.0,0.7440000000000001,,5.3420000000000005,cyprus,2005
105,22383.0,3744.0,-6.97,-1.284,0.369,3.5669999999999997,22.430999999999997,24305.479,4.13,18.421,103.417,13.595999999999998,6.777,102.23899999999999,2.252,20.566999999999997,-0.268,18639.0,0.758,,4.533,cyprus,2006
106,27517.0,4639.0,-11.782,-2.565,0.392,6.156000000000001,24.201,28039.182,5.093,21.77,107.93299999999999,9.81,13.376,104.459,2.171,21.592,1.611,22878.0,0.7759999999999999,,3.9,cyprus,2007
107,27533.0,5292.0,-15.615,-3.943,0.39899999999999997,-0.512,25.561,31685.355,3.588,25.25,112.93,7.712999999999999,8.529,109.04,4.385,23.328000000000003,2.759,22241.0,0.797,,3.642,cyprus,2008
108,18419.0,3438.0,-10.728,-2.5180000000000002,0.39899999999999997,-10.677999999999999,25.276999999999997,28657.346,-1.857,23.473000000000003,113.031,8.628,-18.577,109.23700000000001,0.18,19.355999999999998,-0.848,14981.0,0.8190000000000001,,5.417000000000001,cyprus,2009
109,17920.0,3832.0,-9.83,-2.27,0.40399999999999997,3.8110000000000004,25.92,27501.371,1.308,23.096,115.229,9.967,4.793,112.035,2.562,19.797,-1.173,14088.0,0.84,,6.292000000000001,cyprus,2010
110,15958.0,2478.0,-3.366,-0.8370000000000001,0.39799999999999996,4.393,26.572,28857.666,0.442,24.875,117.833,13.205,-0.17600000000000002,115.936,3.4819999999999998,16.570999999999998,-2.4130000000000003,13480.0,0.862,,7.9079999999999995,cyprus,2011
111,11563.0,1440.0,-6.869,-1.565,0.385,-2.477,26.397,26130.938,-2.412,22.78,119.681,8.326,-5.421,119.51899999999999,3.091,15.195,-3.3,10123.0,0.872,,11.908,cyprus,2012
144,19639.0,3037.0,-7.017,-1.831,,17.028,54.331,7644.308000000001,7.791,26.1,100.0,16.538,16.831,99.999,2.658,23.601999999999997,,16602.0,3.4139999999999997,,8.327,lithuania,2005
145,30443.0,4861.0,-10.642999999999999,-3.218,,12.249,60.373999999999995,8909.564,7.809,30.24,106.625,15.408,13.665999999999999,103.788,3.7880000000000003,25.991999999999997,,25582.0,3.3939999999999997,,5.7829999999999995,lithuania,2006
146,39690.0,6919.0,-14.477,-5.692,,3.12,68.05199999999999,12168.062,9.796,39.319,115.78399999999999,16.794,10.648,109.82799999999999,5.82,31.230999999999998,,32771.0,3.2310000000000003,,4.255,lithuania,2007
147,24085.0,4254.0,-13.292,-6.311,,11.44,71.408,14846.535,2.912,47.483000000000004,126.896,14.113,10.253,122.006,11.088,27.053,,19831.0,3.198,,5.827000000000001,lithuania,2008
148,6244.0,877.0,3.947,1.462,,-12.63,61.268,11713.743,-14.847000000000001,37.05,122.541,15.165999999999999,-28.133000000000003,127.086,4.164,11.431,,5367.0,3.1630000000000003,,13.788,lithuania,2009
149,7534.0,1169.0,0.04,0.015,,17.394000000000002,63.006,11852.016000000001,1.597,36.709,125.39,17.379,17.945,128.59799999999998,1.19,17.309,,6365.0,3.097,,17.812,lithuania,2010
150,14312.0,3332.0,-3.695,-1.5919999999999999,,14.107999999999999,68.197,14227.688999999998,6.0489999999999995,43.083,132.101,17.535999999999998,13.696,133.90200000000002,4.124,21.255,,10980.0,3.028,,15.389000000000001,lithuania,2011
151,16669.0,4504.0,-0.23399999999999999,-0.099,,11.777999999999999,71.962,14170.73,3.659,42.339,135.594,18.107,6.1339999999999995,138.142,3.167,18.312,,12165.0,2.988,,13.365,lithuania,2012
160,2828127.0,388410.0,-1.845,-42.888999999999996,28.77,9.056000000000001,1906.714,38585.275,3.235,2324.1839999999997,87.37200000000001,15.296,6.934,99.992,2.05,17.141,2.414,2439717.0,60.235,,4.875,united kingdom,2005
161,2734360.0,389496.0,-2.841,-70.65,29.025,12.013,2019.4460000000001,41043.805,2.755,2486.598,89.874,14.727,10.005,102.325,2.334,17.567999999999998,2.5069999999999997,2344864.0,60.583999999999996,,5.45,united kingdom,2006
162,2799619.0,395612.0,-2.185,-62.46,29.228,-2.05,2144.235,46866.095,3.427,2858.176,91.945,16.009,-1.5430000000000001,104.7,2.3209999999999997,18.195,3.5210000000000004,2404007.0,60.986000000000004,,5.35,united kingdom,2007
163,2485258.0,353463.0,-0.943,-25.54,29.44,1.058,2169.474,44131.28599999999,-0.769,2709.573,94.876,16.149,-1.7180000000000002,108.48299999999999,3.613,17.092,1.6780000000000002,2131795.0,61.398,,5.725,united kingdom,2008
164,2222542.0,227543.0,-1.415,-31.369,28.96,-8.672,2072.927,35885.343,-5.17,2217.427,96.98899999999999,12.655999999999999,-10.732999999999999,110.833,2.166,14.071,-2.167,1994999.0,61.792,,7.65,united kingdom,2009
165,2293576.0,262730.0,-2.693,-61.863,29.019000000000002,6.672999999999999,2133.0789999999997,36891.355,1.66,2296.93,100.0,12.323,7.867999999999999,114.475,3.286,15.015999999999998,-1.882,2030846.0,62.262,,7.85,united kingdom,2010
166,2249483.0,308230.0,-1.462,-36.041,29.166,4.46,2201.439,38945.077000000005,1.117,2464.639,102.311,13.470999999999998,0.28800000000000003,119.60799999999999,4.484,14.934000000000001,-2.524,1941253.0,63.285,,8.1,united kingdom,2011
167,2333763.0,289154.0,-3.8280000000000003,-94.575,29.519000000000002,1.735,2247.189,38781.339,0.278,2470.565,103.454,10.918,3.3689999999999998,122.98299999999999,2.822,14.745999999999999,-3.0260000000000002,2044609.0,63.705,,7.95,united kingdom,2012
168,33000.0,8000.0,-0.9279999999999999,-0.299,,5.044,79.923,3217.886,4.0,32.272,103.661,20.752,-5.083,100.0,1.444,21.679000000000002,,25000.0,10.029,,12.819,tunisia,2005
169,38000.0,8000.0,-1.8019999999999998,-0.619,,6.207999999999999,87.037,3394.2509999999997,5.654,34.376999999999995,107.21799999999999,21.648000000000003,5.285,104.14299999999999,4.143,23.449,,30000.0,10.128,,12.511,tunisia,2006
170,39000.0,9000.0,-2.356,-0.917,,14.668,94.94,3805.33,6.252999999999999,38.91,109.95200000000001,21.329,10.616,107.72399999999999,3.438,23.686,,30000.0,10.225,,12.397,tunisia,2007
171,43000.0,10000.0,-3.8160000000000003,-1.712,,5.6610000000000005,101.12,4342.6759999999995,4.46,44.855,116.68,21.71,7.301,113.01700000000001,4.913,25.526,,33000.0,10.329,,12.442,tunisia,2008
172,47000.0,12000.0,-2.83,-1.234,,-6.4910000000000005,105.06,4177.706,3.114,43.614,120.573,21.865,1.0090000000000001,117.006,3.53,24.695999999999998,,35000.0,10.44,,13.29,tunisia,2009
173,59000.0,14000.0,-4.777,-2.105,,5.596,109.131,4176.88,2.6210000000000004,44.053999999999995,125.811,20.94,-1.944,122.165,4.409,25.717,,45000.0,10.547,,13.048,tunisia,2010
174,47500.0,12500.0,-7.402,-3.4010000000000002,,-7.67,109.24700000000001,4305.065,-1.919,45.951,131.589,16.179000000000002,3.529,126.491,3.5410000000000004,23.581,,35000.0,10.674000000000001,,18.889,tunisia,2011
175,49000.0,12000.0,-8.191,-3.7060000000000004,,7.189,115.37299999999999,4197.956,3.745,45.239,138.542,16.094,8.277999999999999,133.523,5.559,24.285999999999998,,37000.0,10.776,,16.723,tunisia,2012
192,380189.0,108268.0,2.127,4.699,,11.200999999999999,538.055,5824.630999999999,9.198,220.907,110.62,21.204,18.348,173.28,9.642000000000001,19.077,,271921.0,37.926,,11.575,argentina,2005
193,441420.0,126588.0,2.7260000000000004,7.166,,4.512,600.9730000000001,6852.215,8.363999999999999,262.814,127.527,23.528000000000002,12.88,192.16400000000002,10.898,20.802,,314832.0,38.355,,10.175,argentina,2006
194,558547.0,146757.0,2.044,6.729,,5.957999999999999,666.3389999999999,8489.127,8.003,329.275,150.02100000000002,24.304000000000002,22.090999999999998,209.13299999999998,8.83,22.26,,411790.0,38.788000000000004,,8.475,argentina,2007
195,599950.0,158890.0,1.484,5.99,,-0.855,700.487,10292.765,3.102,403.744,181.84599999999998,22.581,14.509,227.08599999999998,8.585,21.096999999999998,,441060.0,39.226,,7.875,argentina,2008
196,507794.0,122301.0,2.002,7.544,,-10.686,706.163,9499.237,0.051,376.82599999999996,199.82,18.067999999999998,-23.923000000000002,241.324,6.27,16.066,,385493.0,39.669000000000004,,8.675,argentina,2009
197,652402.0,163098.0,-0.257,-1.186,,13.932,780.095,11504.132,9.136000000000001,461.51199999999994,234.81599999999997,18.955,39.876999999999995,266.57,10.460999999999999,19.212,,489304.0,40.117,,7.75,argentina,2010
198,846851.0,220814.0,-0.7390000000000001,-4.113,,3.445,864.313,13718.532,8.555,556.564,275.215,19.273,22.337,292.628,9.775,20.012,,626037.0,40.57,,7.15,argentina,2011
199,832026.0,231111.0,-0.205,-1.238,,-6.593999999999999,888.1560000000001,14698.05,0.946,603.038,324.906,17.128,-6.49,322.017,10.043,17.333,,600915.0,41.028,,7.2,argentina,2012
200,152588.0,42681.0,16.433,49.967,2.289,5.104,259.351,65646.214,2.589,304.06,74.954,37.891999999999996,12.913,89.366,1.5219999999999998,21.459,0.58,109907.0,4.632,,4.6160000000000005,norway,2005
201,158407.0,49243.0,16.442999999999998,55.913000000000004,2.363,-0.355,273.465,72784.94900000001,2.299,340.042,81.569,39.449,9.572000000000001,91.45,2.332,23.006,1.088,109164.0,4.672,,3.4330000000000003,norway,2006
202,182203.0,53008.0,12.639000000000001,49.732,2.444,10.9,288.19,83335.71,2.653,393.48,84.039,38.43,20.375,92.117,0.7290000000000001,25.791,2.296,129195.0,4.7219999999999995,,2.513,norway,2007
203,153247.0,42630.0,16.065,72.915,2.524,4.0680000000000005,294.04200000000003,94815.849,0.068,453.885,93.211,40.561,7.941,95.586,3.766,24.496,1.206,110617.0,4.787,,2.595,norway,2008
204,127437.0,28762.0,11.923,45.169,2.508,-14.115,291.431,78231.37299999999,-1.635,378.849,88.18700000000001,34.19,-21.499000000000002,97.65700000000001,2.167,22.267,-1.0959999999999999,98675.0,4.843,,3.157,norway,2009
205,162354.0,34600.0,11.939,50.258,2.509,4.477,296.402,85764.69,0.478,420.94599999999997,93.73299999999999,35.215,13.444,100.0,2.399,23.276,-1.281,127754.0,4.908,,3.5839999999999996,norway,2010
206,180313.0,41968.0,13.54,66.454,2.543,7.109,306.578,98693.79199999999,1.341,490.80699999999996,100.0,37.294000000000004,11.975999999999999,101.301,1.301,23.754,-0.903,138345.0,4.973,,3.28,norway,2011
207,176909.0,38942.0,14.520999999999999,72.609,2.591,-2.642,321.121,99249.004,2.8960000000000004,500.03,102.773,39.41,-1.4680000000000002,102.01899999999999,0.7090000000000001,24.89,0.16,137967.0,5.038,,3.221,norway,2012
216,4500.0,2000.0,-7.001,-1.219,,1.38,48.125,833.3969999999999,6.023,17.409000000000002,89.509,16.833,17.039,49.85,15.095,23.834,,2500.0,20.889,,,ghana,2005
217,4500.0,1500.0,-8.222999999999999,-1.6780000000000002,,10.103,52.64,952.7389999999999,6.12,20.41,100.0,13.413,27.088,55.674,11.683,21.636,,3000.0,21.423000000000002,,,ghana,2006
218,5100.0,1600.0,-8.716000000000001,-2.158,,6.358,57.533,1126.861,6.462999999999999,24.758000000000003,116.272,14.210999999999999,24.885,61.647,10.729000000000001,20.108,,3500.0,21.97,,,ghana,2007
219,6000.0,2500.0,-11.92,-3.4,,8.582,63.604,1266.113,8.425,28.528000000000002,139.769,11.039000000000001,26.772,71.822,16.505,21.451999999999998,,3500.0,22.531999999999996,,,ghana,2008
220,5500.0,1000.0,-5.379,-1.3969999999999998,,-0.252,66.648,1124.197,3.995,25.978,162.986,18.436,-16.096,81.259,13.139000000000001,20.671,,4500.0,23.108,,,ghana,2009
221,5000.0,1000.0,-8.607999999999999,-2.77,,13.663,72.862,1357.644,8.005,32.174,189.84900000000002,19.575,32.825,86.70200000000001,6.6979999999999995,25.701999999999998,,4000.0,23.699,,,ghana,2010
222,9000.0,3000.0,-8.961,-3.545,,39.111999999999995,85.52600000000001,1627.899,15.007,39.565,214.46200000000002,25.364,47.666000000000004,93.35700000000001,7.676,29.628,,6000.0,24.304000000000002,,,ghana,2011
223,9500.0,3000.0,-11.772,-4.914,,5.818,94.713,1674.622,8.789,41.74100000000001,247.042,33.479,10.886,99.959,7.072,32.944,,6500.0,24.926,,,ghana,2012
224,988269.0,379465.0,-5.916,-43.367,9.88,3.092,728.837,36090.737,3.1310000000000002,733.059,77.525,21.962,9.285,82.975,2.6919999999999997,27.923000000000002,-0.023,608804.0,20.312,,5.05,australia,2005
225,962666.0,364272.0,-5.801,-45.339,10.124,2.847,771.326,37887.068,2.675,781.5169999999999,81.45100000000001,21.608,8.411,85.925,3.555,27.261,-0.537,598394.0,20.628,,4.783,australia,2006
226,1049982.0,412963.0,-6.693,-63.50899999999999,10.435,2.97,827.815,45151.693,4.542,948.913,84.988,21.925,12.725999999999999,87.925,2.3280000000000003,28.656999999999996,0.9279999999999999,637019.0,21.016,,4.367,australia,2007
227,1012164.0,415399.0,-4.868,-51.335,10.731,3.603,866.7810000000001,49106.644,2.693,1054.596,90.495,24.211,10.710999999999999,91.75,4.35,29.079,0.84,596765.0,21.476,,4.242,australia,2008
228,937328.0,396766.0,-4.611000000000001,-45.998000000000005,10.805,2.237,886.7919999999999,45625.775,1.538,997.6360000000001,90.77,23.096,-8.899,93.375,1.771,27.706999999999997,-0.196,540562.0,21.866,,5.575,australia,2009
229,1035574.0,443452.0,-3.572,-44.629,11.023,5.597,917.807,56347.555,2.248,1249.364,95.699,23.651999999999997,15.183,96.1,2.918,27.225,-0.488,592122.0,22.171999999999997,,5.2170000000000005,australia,2010
230,1008437.0,449123.0,-2.989,-44.79,11.213,-0.177,961.041,66534.024,2.593,1498.366,99.719,24.741,10.894,99.275,3.304,27.730999999999998,-0.512,559314.0,22.52,,5.075,australia,2011
231,1112132.0,535177.0,-4.36,-67.827,11.347999999999999,5.787999999999999,1013.554,67862.516,3.6039999999999996,1555.628,99.53,24.750999999999998,6.362,101.025,1.7630000000000001,29.111,0.354,576955.0,22.923000000000002,,5.225,australia,2012
240,2950.0,650.0,-7.306,-0.609,,6.292999999999999,26.746,726.405,7.236000000000001,8.332,58.068999999999996,23.773000000000003,10.037,63.488,18.325,30.965,,2300.0,11.47,,,zambia,2005
241,3480.0,780.0,-0.361,-0.046,,6.303,29.747,1082.75,7.904,12.757,66.513,37.818000000000005,15.088,69.21300000000001,9.017000000000001,36.699,,2700.0,11.782,,,zambia,2006
242,3560.0,760.0,-5.367000000000001,-0.754,,3.096,33.089,1160.766,8.352,14.057,75.14,26.333000000000002,30.748,76.587,10.655,31.7,,2800.0,12.11,,,zambia,2007
